,tpm
LINC00382,0
LINC00383,0.2934245
LINC00384,0.0252616
LINC00385,0
LINC00387,0
LINC00388,0
LINC00390,0
LINC00391,0
LINC00392,0
LINC00393,0
LINC00395,0
LINC00396,0.0641279
LINC00397,0.340739
LINC00398,0.138849
LINC00399,1.27261
LINC00400,0
LINC00402,0.101895
LINC00404,0
LINC00407,0
LINC00408,1.0131
LINC00410,0.0922429
LINC00411,0
LINC00412,0.34505
LINC00415,0
LINC00421,0.326985
LINC00423,0.0232371
LINC00424,0
LINC00426,14.968572
LINC00427,0.596959
LINC00428,0
LINC00430,0
LINC00431,1.43114
LINC00433,0
LINC00434,0
LINC00437,0
LINC00440,0.0316483
LINC00442,0.008942
LINC00443,0
LINC00445,0
LINC00446,0.0917104
LINC00448,0
LINC00449,0.689959
LINC00452,0.0117942
LINC00454,0
LINC00456,0
LINC00457,0
LINC00458,1.9418995
LINC00459,0
LINC00460,0
LINC00461,0.9844898
LINC00462,0
LINC00463,1.70418
LINC00466,0.110999476144
LINC00467,10.364181
LINC00469,1.152873
LINC00470,6.983979
LINC00471,1.03437
LINC00472,0.00606383
LINC00474,0.085501
LINC00475,0.65577986
LINC00476,1.6230803
LINC00477,0.136543
LINC00479,1.914312
LINC00482,0.1185391
LINC00484,0.0846845
LINC00485,0.0601698
LINC00486,0
LINC00487,0.0172615
LINC00488,0.159332
LINC00489,0
LINC00491,0.2072413
LINC00492,0
LINC00494,8.7191633002
LINC00498,0
LINC00499,0.7855268
LINC00500,0.279628
LINC00501,0.128184
LINC00502,0.0627225
LINC00504,2.990144
LINC00506,2.670886
LINC00507,0.759629
LINC00508,6.68054
LINC00511,27.5340788
LINC00513,0.37958
LINC00514,0.305809
LINC00515,2.84134
LINC00517,0.0385345
LINC00518,0.041044
LINC00519,0.352412
LINC00520,0.5307278
LINC00523,0
LINC00524,0
LINC00525,0
LINC00526,2.48189
LINC00528,7.55098
LINC00529,0
LINC00533,0.387604
LINC00534,0.230136
LINC00535,0.0485461
LINC00536,0.0134112
LINC00538,0
LINC00539,4.680083
LINC00540,0.652656
LINC00543,0
LINC00544,0
LINC00545,0.429502
LINC00547,2.01564
LINC00550,0.49762
LINC00551,0.0113116
LINC00552,0
LINC00554,0.0121688
LINC00555,0
LINC00556,0.387649
LINC00557,0
LINC00558,0.0112949
LINC00559,0.0182796
LINC00560,0.0830241
LINC00561,0.0131696
LINC00562,0.339356
LINC00563,0
LINC00564,0
LINC00565,0
LINC00566,0.62076
LINC00567,0.0156527
LINC00570,0.297897
LINC00571,1.0539287
LINC00572,0
LINC00574,0.049796
LINC00575,0.502858
LINC00578,0
LINC00581,0.0444661
LINC00582,0
LINC00583,0
LINC00587,0.0817001
LINC00588,0
LINC00589,0.1399878
LINC00592,0
LINC00596,0.0908822
LINC00598,0.85266088
LINC00599,0.0526709
LINC00601,0.0340419
LINC00602,0
LINC00603,0
LINC00604,0.109827
LINC00605,0.293705
LINC00606,0
LINC00607,0.0674323
LINC00608,0.2284308
LINC00609,0.747924
LINC00612,0
LINC00613,0
LINC00615,0.178409
LINC00616,0
LINC00618,0.175688
LINC00620,0.16575
LINC00621,1.52345
LINC00622,0.0363227
LINC00623,15.26541
LINC00624,1.50202257
LINC00626,0
LINC00628,0
LINC00629,0.246773
LINC00630,4.019026
LINC00632,6.9143521
LINC00634,3.477804
LINC00635,3.3153872
LINC00636,0
LINC00637,0.0586793
LINC00638,0.0545843
LINC00639,0.0899763
LINC00640,0.3167184
LINC00641,5.95018
LINC00642,0.00912098
LINC00643,0.5234966
LINC00644,0
LINC00645,0.51146718414
LINC00648,0.180963
LINC00649,11.03115784
LINC00652,1.8154495
LINC00654,0.0706161
LINC00656,0
LINC00658,0.326219
LINC00659,0.0929525
LINC00661,0
LINC00662,20.191548
LINC00663,3.921015
LINC00664,0.2152744
LINC00665,3.0790467
LINC00667,14.787977
LINC00668,0.528663
LINC00670,1.0929
LINC00671,0.1799088
LINC00672,0.437532
LINC00674,0.856305
LINC00676,0
LINC00677,0
LINC00678,0.573622
LINC00680,4.061947
LINC00680-GUSBP4,3.26205
LINC00681,0.0515694
LINC00682,0.0382417
LINC00683,0.0303777
LINC00685,12.8519
LINC00686,0
LINC00687,0.0469702
LINC00689,0.0189499
LINC00690,0
LINC00691,0.119405
LINC00692,0.0684228
LINC00698,2.8222999
LINC00700,0.0647144
LINC00701,0.0895896
LINC00702,0.0442668
LINC00703,0.106687
LINC00705,0
LINC00706,0
LINC00707,0.426143
LINC00708,0
LINC00709,0
LINC00710,0
LINC00824,0.4733653581
LINC00836,0.689095
LINC00837,0.2095289
LINC00838,0.0436218
LINC00839,12.30825
LINC00840,0.1277847
LINC00841,0
LINC00842,0.087603
LINC00843,2.128592
LINC00844,0.0561359
LINC00845,0
LINC00846,0.210012
LINC00847,20.04271
LINC00850,0.0332166
LINC00851,0
LINC00852,1.041132
LINC00853,0.104595
LINC00856,0.2082261
LINC00857,0.13197
LINC00858,0.00674319
LINC00861,0.00660405
LINC00862,0.16515078
LINC00863,1.832028
LINC00864,0
LINC00865,0
LINC00866,0.0695796
LINC00867,0.054732498457
LINC00868,1.1183
LINC00869,24.872649
LINC00870,0
LINC00871,3.37988
LINC00877,5.341975
LINC00879,0.0325748
LINC00880,0.209728
LINC00881,2.4817859
LINC00882,3.166055
LINC00884,6.44454
LINC00885,0.0102151
LINC00886,4.523797
LINC00887,0.1707607
LINC00888,8.6593651
LINC00891,0.725677
LINC00892,0
LINC00893,3.4052529
LINC00894,3.806103
LINC00895,0.153938
LINC00896,0.198813
LINC00898,0.0420728
LINC00899,0.212796
LINC00900,0.1820749
LINC00901,0
LINC00903,0.240183
LINC00904,0.410817
LINC00905,0
LINC00906,0.0113428
LINC00907,0.7845393
LINC00908,2.1625402
LINC00909,6.694372
LINC00910,4.9101284
LINC00911,1.795395
LINC00917,0
LINC00919,0
LINC00920,0.171213
LINC00921,0.608412
LINC00922,16.58341
LINC00923,0.9174502
LINC00924,0.0736601
LINC00926,26.19867
LINC00927,0.0259271
LINC00928,0
LINC00929,0
LINC00930,0.0247301
LINC00933,0.271822
LINC00934,0.296165
LINC00937,1.7648223
LINC00939,1.507084
LINC00940,0.0543254
LINC00941,0.0814436
LINC00942,0.13556
LINC00943,0.0499534
LINC00944,0.504471
LINC00945,0
LINC00951,0
LINC00954,0.3144217
LINC00955,0.0127291
LINC00957,4.322742
LINC00958,0.8693363
LINC00960,2.876118
LINC00963,1.6686385
LINC00964,0.362155
LINC00967,4.646954
LINC00968,0
LINC00970,1.17033
LINC00971,0.0192992
LINC00972,0.0276135
LINC00973,0
LINC00974,0.042934
LINC00982,0
LINC00987,0.01472
LINC00989,0.0961789
LINC00992,0.2405769
LINC00993,17.19051
LINC00994,0
LINC00996,105.9449
LINC00997,3.97004
LINC01001,18.85894
LINC01002,73.4606093
LINC01003,2.30609
LINC01004,3.971353
LINC01005,0
LINC01006,7.776579
LINC01007,0
LINC01010,0.0400127
LINC01011,0.206215
LINC01012,6.127641
LINC01013,0.1813804
LINC01014,0.473124
LINC01015,0
LINC01016,0.290329
LINC01017,0
LINC01018,0
LINC01019,0
LINC01020,0.912221
LINC01022,0
LINC01023,4.1495
LINC01028,0.0598914
LINC01029,3.245714
LINC01030,0.234567
LINC01031,0
LINC01033,47.95414
LINC01034,0
LINC01035,0.0306047
LINC01038,0
LINC01039,0.0713529
LINC01040,0
LINC01043,0
LINC01044,0.1867306
LINC01046,0.0733878
LINC01047,0.690427
LINC01048,0.252442
LINC01049,0.179179
LINC01050,0.260465
LINC01052,0
LINC01053,4.77192
LINC01054,0.278188
LINC01055,5.58822
LINC01056,1.2447
LINC01058,1.55126
LINC01060,5.0465284
LINC01063,0.768824
LINC01065,0
LINC01066,0.0752868
LINC01067,0.260921
LINC01068,0
LINC01069,0
LINC01070,0.0190765
LINC01072,0
LINC01074,0
LINC01075,0
LINC01076,0.37741
LINC01077,0.0709983
LINC01078,0
LINC01079,0
LINC01080,0.106168
LINC01081,0
LINC01082,0
LINC01085,0
LINC01087,1.09988
LINC01088,2.2247816
LINC01089,13.538146
LINC01090,0.0885134
LINC01091,0.16078287
LINC01093,0.0380023
LINC01094,0.156028
LINC01095,0.0169015
LINC01096,0.0876368
LINC01097,0.00976545
LINC01098,0.0407011
LINC01099,0.5916275
LINC01100,0.0299694
LINC01101,0
LINC01102,0.102711
LINC01103,0
LINC01104,0.459329
LINC01105,0.3376758
LINC01106,0
LINC01107,0.0187595
LINC01108,0.0340101
LINC01109,0
LINC01111,0.0340489
LINC01114,0
LINC01115,7.9769599
LINC01116,0.6484407
LINC01117,0.410481
LINC01118,0.2143453
LINC01119,0.195754
LINC01120,0
LINC01121,0.2496758
LINC01122,0.262139
LINC01123,0
LINC01124,0
LINC01126,3.76577
LINC01127,0.0988279
LINC01128,20.795526
LINC01132,0
LINC01133,0.263841
LINC01134,0.400014
LINC01135,0.102986
LINC01136,0.948691
LINC01137,0.971
LINC01138,8.1697016
LINC01139,1.17814
LINC01140,0.2566068
LINC01141,0.184577
LINC01142,0.0131768
LINC01143,0.0376627
LINC01144,0.601564
LINC01145,15.021369
LINC01146,1.355492
LINC01148,0.312792
LINC01149,0.0873698
LINC01150,1.70035
LINC01151,0
LINC01152,0.6885729
LINC01153,0
LINC01154,0.0607246
LINC01159,0
LINC01160,5.048983
LINC01162,6.97531
LINC01163,0.00579698
LINC01164,0.0736154
LINC01165,0
LINC01166,0
LINC01167,0
LINC01168,0
LINC01169,0.0514363
LINC01170,0.913559
LINC01173,0
LINC01176,0.782619
LINC01177,0
LINC01179,0.130892
LINC01180,0.27907
LINC01181,0.267079
LINC01182,0.049335
LINC01184,16.944433
LINC01185,0.044749367
LINC01186,0
LINC01187,0.0868069
LINC01189,0
LINC01191,0.0252938
LINC01192,0.1755837
LINC01193,0.000758896
LINC01194,0.3916603
LINC01195,0
LINC01197,0.0558703
LINC01198,0.156682
LINC01201,0
LINC01202,0.161768
LINC01203,0.4700658
LINC01204,0.105862
LINC01205,0.799768
LINC01206,0.706632
LINC01208,0.0259557
LINC01209,0.0217933
LINC01210,0
LINC01213,0.706989
LINC01214,0
LINC01215,11.2723
LINC01216,0
LINC01217,0
LINC01218,0
LINC01219,0.247679
LINC01220,0
LINC01221,0.034793
LINC01222,0
LINC01224,1.9372523
LINC01225,22.58533
LINC01226,86.96421
LINC01227,0.07291
LINC01228,0.190642
LINC01229,0.7277933
LINC01230,0.0222448
LINC01231,0
LINC01232,7.212279
LINC01233,0
LINC01234,26.059727
LINC01235,0.0530006
LINC01237,8.3611163
LINC01238,26.559688
LINC01239,1.73836
LINC01241,0.0318251
LINC01242,0.0471347
LINC01243,0
LINC01247,0.0516598
LINC01248,0
LINC01249,1.402516
LINC01250,0.101169
LINC01251,0.109111
LINC01252,1.074973
LINC01254,0.215406
LINC01255,0
LINC01256,0
LINC01257,1.697668
LINC01258,0.00896101
LINC01259,0.0927167
LINC01260,0.262056
LINC01262,0.552736
LINC01264,0
LINC01266,0.0672252
LINC01267,0.25039
LINC01268,14.6899
LINC01269,0.397437
LINC01270,0.0440462
LINC01271,0
LINC01273,0.155713
LINC01276,0.184819
LINC01277,0.136674
LINC01278,8.136407
LINC01280,0.0167504
LINC01281,0.0211344
LINC01282,0
LINC01284,0.0937575
LINC01285,0.974458
LINC01287,2.33007
LINC01288,0
LINC01289,0.0722946
LINC01290,0
LINC01291,2.350446
LINC01293,0.216841
LINC01297,12.171394
LINC01298,0
LINC01299,0.14803
LINC01300,0.0545128
LINC01301,0.6024343
LINC01303,0.05746591
LINC01304,0
LINC01305,0
LINC01307,19.30434
LINC01309,0
LINC01310,0
LINC01311,1.67599
LINC01312,0.0564284
LINC01315,0.1089813
LINC01318,1.0043
LINC01320,26.8259246
LINC01322,1.597494
LINC01323,0
LINC01324,0.051047
LINC01326,0.0291911
LINC01327,0.0471219
LINC01331,0
LINC01332,0
LINC01333,0
LINC01335,0
LINC01336,0
LINC01337,0.319451
LINC01338,0.259601
LINC01339,0
LINC01340,0.863705
LINC01341,0.404915503
LINC01342,0.0116879
LINC01343,0.00800772
LINC01344,0.3625102
LINC01345,0
LINC01346,0.00550189
LINC01347,0.756814
LINC01348,0.36367
LINC01349,0
LINC01350,0
LINC01351,0
LINC01352,0
LINC01353,0.955145
LINC01354,0.1981137
LINC01355,1.893086
LINC01356,0.360717
LINC01358,5.1987155
LINC01359,0.978286
LINC01360,0.2620166
LINC01361,0.0780074
LINC01362,0.109872
LINC01363,0.315633
LINC01364,0
LINC01365,0
LINC01366,0.488181
LINC01370,0
LINC01374,0.91527
LINC01375,0
LINC01376,0.5143279
LINC01377,0
LINC01378,0.1213298
LINC01381,0.309232
LINC01385,0
LINC01386,0
LINC01387,0.0396059
LINC01388,0.0701298
LINC01389,0.385473
LINC01391,0
LINC01392,0.131499
LINC01393,0.0944557
LINC01394,0
LINC01395,0.0209556
LINC01396,0
LINC01397,0
LINC01398,0.0302547
LINC01399,8.345348
LINC01400,0.0435251
LINC01402,2.21542
LINC01405,0.2994033
LINC01410,27.15279
LINC01411,0.1143748
LINC01412,0
LINC01413,0
LINC01415,0
LINC01416,0
LINC01419,0.208585
LINC01422,0.282606
LINC01423,0
LINC01424,0.921814
LINC01425,19.924266
LINC01426,0.0428014
LINC01427,0.3046472
LINC01428,2.8805
LINC01429,0.165308
LINC01431,1.739513
LINC01432,0
LINC01433,0
LINC01435,0.4120212
LINC01436,0
LINC01438,0
LINC01440,0.0870169
LINC01441,0.0584595
LINC01442,0.154079
LINC01443,0.0859328
LINC01444,0
LINC01445,0.2127681
LINC01446,0.0611907
LINC01447,0.0832403
LINC01448,0.186786
LINC01449,0.0970321
LINC01450,0
LINC01451,0.3115517
LINC01455,0
LINC01456,0
LINC01460,0.0570987
LINC01465,0.14349
LINC01467,0.0504572
LINC01470,0.07374844
LINC01471,0.00581096
LINC01473,1.855808
LINC01474,0.4529547
LINC01475,0
LINC01476,0
LINC01477,0.0665276
LINC01478,0
LINC01479,0
LINC01480,10.039171
LINC01481,9.290226
LINC01482,0.510263
LINC01483,0.188405
LINC01484,0.757651
LINC01485,0.76305
LINC01486,0.338808
LINC01487,0.0231733
LINC01488,0
LINC01489,0.253057
LINC01490,0
LINC01491,0
LINC01492,0.159503
LINC01493,0
LINC01494,0.182731
LINC01495,0
LINC01496,0.178554
LINC01497,0.034579
LINC01498,0.10213
LINC01499,0.105567
LINC01500,0
LINC01501,0
LINC01502,0.0532684
LINC01503,0.3675925
LINC01504,0.0266143
LINC01505,0.7250405
LINC01506,0
LINC01507,0
LINC01508,0
LINC01509,0
LINC01510,0
LINC01511,0.01324924
LINC01513,0.735244
LINC01514,0.0730738
LINC01515,3.6799878
LINC01516,0.0359634
LINC01517,1.352115409
LINC01518,3.74796
LINC01519,0.0282366
LINC01520,0
LINC01521,2.108226
LINC01522,0.532638
LINC01523,0
LINC01524,0.0873261
LINC01525,0
LINC01526,0.0491714
LINC01527,0.426252
LINC01529,1.02482
LINC01531,0.5720654
LINC01532,0.218428
LINC01533,0
LINC01534,3.705218
LINC01535,0.3100353
LINC01537,0.598848
LINC01538,0
LINC01539,0
LINC01541,0.2987381
LINC01543,0
LINC01544,0.082523
LINC01545,0.0507039
LINC01546,0.101857
LINC01547,1.837438
LINC01548,0
LINC01549,9.51531
LINC01550,0.4990225
LINC01551,2.76897
LINC01553,0.0368033
LINC01554,0.497451
LINC01555,0.106069
LINC01556,0.1747516
LINC01558,0.122897
LINC01559,0
LINC01560,1.92360000909599
LINC01561,0
LINC01562,1.54276
LINC01563,0.029446
LINC01564,0.0433682
LINC01565,0
LINC01566,0.263495
LINC01567,0.152618
LINC01568,0.8980547
LINC01569,1.2689349
LINC01570,1.04524
LINC01571,0.612056
LINC01572,2.469861
LINC01574,0
LINC01578,59.029317
LINC01579,1.0801052
LINC01580,0
LINC01581,0
LINC01582,0.12231
LINC01583,0.106409
LINC01584,0.0719561
LINC01585,0.973918
LINC01586,0.0512863
LINC01587,0.263073
LINC01588,17.2367196
LINC01589,40.4714
LINC01591,0
LINC01592,0
LINC01593,0
LINC01594,0
LINC01595,0.036604
LINC01596,0.203265
LINC01597,1.95055
LINC01600,0
LINC01602,0.712859
LINC01603,0.0176259
LINC01605,0.0302924
LINC01606,2.98101318278
LINC01607,0.0554251
LINC01608,0
LINC01609,3.43919
LINC01611,0
LINC01612,0.461299
LINC01613,0
LINC01614,0
LINC01615,0.1386212
LINC01616,0.00801915
LINC01618,0.0306782
LINC01619,209.8257119
LINC01620,0.0915574
LINC01621,0
LINC01623,0.03372585
LINC01624,0.0273045
LINC01625,0
LINC01626,0
LINC01627,0.795572
LINC01628,0
LINC01629,1.96259
LINC01630,1.1305337
LINC01632,0.844283
LINC01633,0.0193392
LINC01634,0.0476618
LINC01635,0.315276
LINC01637,0.0332821
LINC01638,0.136653
LINC01639,0
LINC01640,0
LINC01641,0
LINC01643,0
LINC01644,2.32433
LINC01645,0
LINC01646,0
LINC01647,0.41463
LINC01648,0
LINC01649,0.0255354
LINC01650,0.119097
LINC01651,0
LINC01653,0.382276
LINC01654,0
LINC01655,0
LINC01656,0.0372498
LINC01657,0
LINC01658,0
LINC01659,0
LINC01660,0.0993395
LINC01661,0
LINC01662,0.505022
LINC01663,0
LINC01664,0.156699
LINC01665,0.561485
LINC01666,4.618828
LINC01667,9.6705
LINC01668,0
LINC01669,0.0514121
LINC01670,9.825869
LINC01671,0.462389
LINC01672,0.353799
LINC01673,0
LINC01674,0.309416
LINC01675,0.579628
LINC01676,0.0779414
LINC01677,0
LINC01678,5.83289
LINC01679,0.0257362
LINC01680,0
LINC01681,0.0289406
LINC01682,0
LINC01683,0.0712986
LINC01684,3.4819784
LINC01685,0.0181378
LINC01686,0.25321
LINC01687,5.124316
LINC01688,0
LINC01689,0
LINC01690,0
LINC01691,0.606302
LINC01692,0.0265362
LINC01693,0
LINC01694,13.010361
LINC01695,6.516733
LINC01696,0
LINC01697,5.036784
LINC01698,0
LINC01699,0.692354
LINC01700,0
LINC01701,0
LINC01702,0.400035
LINC01703,0.3403895
LINC01704,0
LINC01705,0.440813
LINC01706,0.0295492
LINC01707,0.487438
LINC01708,0.0634199
LINC01709,3.118919
LINC01710,0
LINC01711,0
LINC01712,0
LINC01713,0
LINC01714,0
LINC01715,0.680345
LINC01716,0.516805
LINC01717,0
LINC01718,0
LINC01719,0.808196
LINC01720,0.11056
LINC01721,0.181112
LINC01722,1.11729
LINC01723,0
LINC01724,5.66234
LINC01725,0.0576521
LINC01726,0.0848203
LINC01727,0.1043255
LINC01728,0
LINC01729,0
LINC01730,0.473879
LINC01731,0
LINC01732,3.26295
LINC01733,1.95988
LINC01734,0
LINC01735,0
LINC01736,0
LINC01737,0.222023
LINC01738,0
LINC01739,0
LINC01740,0.209931
LINC01741,0
LINC01742,0
LINC01743,0.39427
LINC01744,0.0812533
LINC01745,0
LINC01746,0
LINC01747,0.0314778
LINC01748,0.3803487
LINC01749,15.90427
LINC01750,0.0291654
LINC01751,0.0529355
LINC01752,0
LINC01753,0
LINC01754,3.85742
LINC01755,0.121868
LINC01756,0.0085563
LINC01757,0
LINC01758,24.0763
LINC01760,0.162458
LINC01761,3.49011
LINC01762,1.449901
LINC01763,0.0246218
LINC01764,0.468738
LINC01765,0.107382
LINC01766,0
LINC01767,0.2065884
LINC01768,0
LINC01770,0.1505151
LINC01771,6.229
LINC01772,0.754087
LINC01774,0
LINC01775,2.23116
LINC01776,1.33584
LINC01777,0.0138819
LINC01778,0.0159546
LINC01779,0
LINC01780,0.234944
LINC01781,0.514701
LINC01782,0
LINC01783,0.0984153
LINC01784,0
LINC01785,0.0541224
LINC01786,3.44841
LINC01787,0.200307
LINC01788,0
LINC01789,0.0988036
LINC01790,0
LINC01791,0
LINC01792,0.0180082
LINC01793,0.00914998
LINC01794,0.0501304
LINC01795,0.93738
LINC01796,0
LINC01797,0
LINC01798,0.737116
LINC01799,0
LINC01800,0.215494
LINC01801,0.1890121
LINC01802,0
LINC01803,0
LINC01804,0.400875
LINC01805,0
LINC01806,26.6392
LINC01807,2.43476
LINC01808,0
LINC01809,0
LINC01810,0
LINC01811,0.8998757
LINC01812,0
LINC01813,0
LINC01814,0.6389987
LINC01815,0.196686
LINC01816,0.173965
LINC01817,0
LINC01818,0.087968
LINC01819,0.0434983
LINC01820,0
LINC01821,0.0377445
LINC01822,0.544301
LINC01823,0.410172
LINC01824,0
LINC01825,0.100273
LINC01826,0
LINC01827,0.133893
LINC01828,0.95341348
LINC01829,0.23516996
LINC01831,0
LINC01832,0
LINC01833,1.629494
LINC01834,0
LINC01835,0
LINC01836,0.0265387
LINC01837,0.2418382
LINC01838,0
LINC01839,0
LINC01840,0.518611
LINC01841,0.975618
LINC01842,0.0937748
LINC01843,1.00449
LINC01844,0.122799
LINC01845,0.0189341
LINC01846,0
LINC01847,0
LINC01848,0
LINC01849,0
LINC01850,0.0917104
LINC01851,0
LINC01852,0.132311
LINC01853,0
LINC01854,0.0993971
LINC01855,0
LINC01856,0.225605
LINC01857,19.5351
LINC01858,0.0845113
LINC01859,0.039832
LINC01861,0
LINC01862,0.111908
LINC01863,0
LINC01864,0.159109
LINC01865,0.0249568
LINC01866,0.305763
LINC01867,0.0790262
LINC01868,0
LINC01869,2.734153
LINC01870,0
LINC01871,9.34797
LINC01872,0.1360796
LINC01873,4.64848
LINC01874,0
LINC01875,0
LINC01876,0.2652625
LINC01877,0.0880959
LINC01878,0
LINC01879,0.407473
LINC01880,0.0439332
LINC01881,5.491966
LINC01883,0
LINC01884,0
LINC01885,0.156235
LINC01886,0.344034
LINC01887,0
LINC01888,0
LINC01889,0.0687351
LINC01890,0.0200821
LINC01891,0.186936
LINC01892,0.648594
LINC01893,0
LINC01894,2.115853
LINC01895,0
LINC01896,0
LINC01897,0.612716
LINC01898,0
LINC01899,1.279942
LINC01900,0.234971
LINC01901,0.0199636
LINC01902,0.1802537
LINC01903,0.0374577
LINC01904,0
LINC01905,0
LINC01906,0.261808
LINC01907,0.196614
LINC01908,0.49094
LINC01909,1.1103842
LINC01910,0.254878
LINC01911,0.0536456
LINC01912,0.105708
LINC01913,0
LINC01914,0.0649449
LINC01915,0
LINC01916,0.353307
LINC01917,0
LINC01918,0
LINC01919,0
LINC01920,0.078904
LINC01921,0
LINC01922,1.19881
LINC01923,0.723311
LINC01924,0.0327483
LINC01925,0.104416
LINC01926,0
LINC01927,0
LINC01928,0
LINC01929,0
LINC01931,0
LINC01932,0.0433393
LINC01933,0.812249
LINC01934,0.6558726
LINC01935,0
LINC01936,0.158201
LINC01937,0
LINC01938,0.0499853
LINC01939,0
LINC01940,0.0154439
LINC01941,0.037747
LINC01942,0.0501879
LINC01943,0.0441633
LINC01944,0
LINC01945,0.0254465
LINC01946,0.0721625
LINC01947,0.0434491
LINC01948,0
LINC01949,2.004064
LINC01950,0
LINC01951,0.183727
LINC01952,0.727715
LINC01953,0
LINC01954,0
LINC01955,0
LINC01956,0
LINC01957,0
LINC01958,0.0191212
LINC01959,0
LINC01960,0
LINC01961,0.0374601
LINC01962,0
LINC01963,3.28651
LINC01964,0.0113942
LINC01965,0.131555
LINC01966,0
LINC01967,0.59129
LINC01968,0.37364033
LINC01970,0.668836
LINC01971,0
LINC01972,0.491257
LINC01973,0.00376026
LINC01974,0
LINC01975,0
LINC01976,0
LINC01977,0.188438
LINC01978,0.3853192
LINC01979,0.0893769
LINC01980,0.2716382
LINC01981,0
LINC01982,1.81736
LINC01983,0
LINC01984,0.284116
LINC01985,0
LINC01986,0
LINC01987,0
LINC01988,0.2027482
LINC01989,0
LINC01990,0
LINC01991,0
LINC01992,0
LINC01993,0.0942919
LINC01994,0
LINC01995,0
LINC01996,0.0923382
LINC01997,0
LINC01998,0.0432956
LINC01999,0
LINC02000,0
LINC02001,3.793158
LINC02002,0.770504
LINC02003,0.0509212
LINC02004,0
LINC02005,8.33837
LINC02006,0.3108258
LINC02008,0.0202129
LINC02009,1.75687
LINC02010,0
LINC02011,0
LINC02012,0.292911
LINC02013,0
LINC02014,0.724043
LINC02015,0.163786
LINC02016,0.223294
LINC02017,0
LINC02018,1.272273
LINC02019,0.911227
LINC02020,0.4958104
LINC02021,0.3022184
LINC02022,0
LINC02023,0.178606
LINC02024,0.0552009
LINC02025,1.89546
LINC02026,0
LINC02027,0
LINC02028,0
LINC02029,0.0398296
LINC02030,0
LINC02031,0.0413597
LINC02032,0
LINC02033,0.214083
LINC02034,0
LINC02035,0.240132
LINC02036,0
LINC02037,0.116415
LINC02038,0
LINC02039,0
LINC02040,0.0445131
LINC02041,0
LINC02042,0.361611
LINC02043,0.385712
LINC02044,0.0438088
LINC02045,0.168069
LINC02046,0.317542
LINC02047,0
LINC02048,0
LINC02049,0
LINC02050,0
LINC02051,4.16569
LINC02052,0.170839
LINC02053,0
LINC02054,0
LINC02055,22.290177
LINC02056,0.179134
LINC02057,1.9612849
LINC02058,0
LINC02059,0.0611551
LINC02060,0.0116395
LINC02061,0
LINC02062,0.951221
LINC02063,0.130105
LINC02064,2.07222
LINC02065,0.043819
LINC02066,0
LINC02067,0.0442688
LINC02068,0.0611191
LINC02069,0.0868583
LINC02070,0
LINC02071,0.333728
LINC02073,1.0787662
LINC02074,0
LINC02075,0.0641673
LINC02076,0.1794618
LINC02077,0
LINC02078,0.251855
LINC02079,0.398361
LINC02080,0.765624
LINC02081,0.124856
LINC02082,0.348232
LINC02084,0.03671
LINC02085,0
LINC02086,0.63696
LINC02087,0.0662678
LINC02088,0.0382419
LINC02089,0.33414
LINC02090,2.24912
LINC02091,0
LINC02092,0.0308466
LINC02093,0.48005
LINC02094,0
LINC02096,0.0217391
LINC02097,0.08942
LINC02098,0
LINC02099,0.2517029
LINC02100,5.19299
LINC02101,0.0615806
LINC02102,0.0317475
LINC02103,0
LINC02104,0.135689
LINC02105,0.2761574
LINC02106,0
LINC02107,0
LINC02108,0.815698
LINC02109,1.3828712
LINC02110,0
LINC02111,0.00789893
LINC02112,0.2905136
LINC02113,0
LINC02114,0
LINC02115,0.0658163
LINC02116,0
LINC02117,0.0958936
LINC02118,3.781085
LINC02119,0.0281534
LINC02120,0
LINC02121,0.131633
LINC02122,0
LINC02123,0
LINC02124,0
LINC02125,0.178973
LINC02126,0
LINC02127,0.0752868
LINC02128,0.1150317
LINC02129,0
LINC02130,0
LINC02131,0
LINC02132,0.883902
LINC02133,0.2645764
LINC02134,0
LINC02135,0
LINC02136,0
LINC02137,0.6671509
LINC02138,0
LINC02139,0.178651
LINC02140,0
LINC02141,0.120011
LINC02142,0.23948
LINC02143,0.196686
LINC02144,0
LINC02145,0.1900596
LINC02146,0.101585
LINC02147,0.0734614
LINC02148,0.0265685
LINC02149,0
LINC02150,0
LINC02151,0.0226746
LINC02152,5.08762
LINC02153,0.0217672
LINC02154,1.456324
LINC02155,0.291137
LINC02156,0.0550676
LINC02157,0.249932
LINC02158,1.01858
LINC02159,0.008565
LINC02160,0.148816
LINC02161,0
LINC02162,0.0424938
LINC02163,0.172254
LINC02164,0
LINC02165,0
LINC02166,0.702008
LINC02167,0.0642764
LINC02168,0.0940766
LINC02169,0
LINC02171,0
LINC02172,0.10741
LINC02173,0
LINC02174,0
LINC02175,0.627565
LINC02176,0.0641162
LINC02177,0.307601
LINC02178,0
LINC02179,0.0584916
LINC02180,0.0405018
LINC02181,0.0270992
LINC02182,0.10505
LINC02183,0.0108459
LINC02184,0
LINC02185,0
LINC02186,0.595706
LINC02188,0.1920752
LINC02189,0
LINC02190,0
LINC02191,0
LINC02192,0
LINC02193,10.3028134
LINC02195,19.7853
LINC02196,0
LINC02197,0.3427205
LINC02198,0
LINC02199,0.8773495
LINC02200,0.100346
LINC02201,0.0679046
LINC02202,8.862576
